"학교명",학교 영문명,본분교구분명,대학구분명,학교구분명,설립형태구분명,시도코드,시도명,소재지도로명주소,소재지지번주소,도로명우편번호,소재지우편번호,홈페이지주소,대표전화번호,대표팩스번호,설립일자,기준연도,데이터기준일자
"서울장신대학교 신학대학원","Divinity School, Seoul Jangsin University",본교,대학원,특수대학원,사립,41,경기도,"경기도 광주시 경안로 145 (경안동, 서울장신대학교)",,12749,,www.sjs.ac.kr,031-799-9113,031-765-1232,2003-03-01,2022,2022-12-21
"서울장신대학교 영성심리치유대학원",Graduate School Of Spiritual Psychotherapy,본교,대학원,특수대학원,사립,41,경기도,"경기도 광주시 경안로 145 (경안동, 서울장신대학교)",,12749,,www.sjs.ac.kr,031-799-9000,031-765-1232,2018-03-02,2022,2022-12-21
"서울장신대학교 예배찬양사역대학원","Graduate School Of Worship And Praise In Ministry, Seoul Jangsin University",본교,대학원,특수대학원,사립,41,경기도,"경기도 광주시 경안로 145 (경안동, 서울장신대학교)",,12749,,www.sjs.ac.kr,031-799-9113,031-765-1232,2004-03-18,2022,2022-12-21
"서울장신대학교 일반대학원","Graduate School Of Theological Studies, Seoul Jangsin University",본교,대학원,일반대학원,사립,41,경기도,"경기도 광주시 경안로 145 (경안동, 서울장신대학교)",,12749,,www.sjs.ac.kr,031-799-9113,031-765-1232,2006-03-02,2022,2022-12-21
"서울장신대학교 자연치유선교대학원","Graduate School Of Naturopathy In Mission, Seoul Jangsin University",본교,대학원,특수대학원,사립,41,경기도,"경기도 광주시 경안로 145 (경안동, 서울장신대학교)",,12749,,www.sjs.ac.kr,031-799-9113,031-765-1232,2004-03-18,2022,2022-12-21
"서울장신대학교 전인치유선교대학원","Graduate School Of Holistic Medicine, Seoul Jangsin University",본교,대학원,특수대학원,사립,41,경기도,"경기도 광주시 경안로 145 (경안동, 서울장신대학교)",,12749,,www.sjs.ac.kr,031-799-9113,031-765-1232,2004-03-18,2022,2022-12-21
"서울한영대학교 국제신학선교대학원",Graduate School of Theology and World Missions,본교,대학원,특수대학원,사립,11,서울특별시,서울특별시 구로구 경인로 290-42(개봉동),,08274,,grad.shyu.ac.kr,02-2669-2300,02-2669-2308,1999-11-02,2022,2022-12-21
"서울한영대학교 상담복지대학원",Graduate School Of Counseling And Welfare Of Seoul Hanyoung University,본교,대학원,특수대학원,사립,11,서울특별시,서울특별시 구로구 경인로 290-42 (개봉동),,08274,,www.hytu.ac.kr,02-2669-2300,02-2669-2308,1999-11-02,2022,2022-12-21
"서울한영대학교 신학대학원",Graduate School Of Theology Of Seoul Hanyoung University,본교,대학원,특수대학원,사립,11,서울특별시,서울특별시 구로구 경인로 290-42 (개봉동),,08274,,www.hytu.ac.kr.,02-2669-2300,02-2669-2308,1999-11-02,2022,2022-12-21
"서울한영대학교 일반대학원",Graduate School Of Seoul Hanyoung University,본교,대학원,일반대학원,사립,11,서울특별시,서울특별시 구로구 경인로 290-42 (개봉동),,08274,,www.hytu.ac.kr,02-2669-2300,02-2669-2308,2000-07-18,2022,2022-12-21
"서울한영대학교 통역대학원",Graduate School Of Interpretation Of Seoul Hanyoung University,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 구로구 경인로 290-42 (개봉동, 한영신학대학교)",,08274,,www.hytu.ac.kr,02-2669-2300,02-2669-2308,2004-10-12,2022,2022-12-21
"서원대학교 교육대학원",The Graduate School Of Education Seowon University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 청주시 서원구 무심서로 377-3 (모충동, 서원대학교)",,28674,,https://www.seowon.ac.kr/graduate/index.do,043-299-8251,043-299-8252,1995-03-04,2022,2022-12-21
"서원대학교 산업대학원",The Graduate School Of Industry Seowon University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 청주시 서원구 무심서로 377-3 (모충동, 서원대학교)",,28674,,www.seowon.ac.kr/industry/index.do,043-299-8261,043-299-8252,2001-03-05,2022,2022-12-21
"선문대학교 경영대학원",Management Business,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,www.graduate.sunmoon.ac.kr,041-530-2606,041-530-2968,1990-03-08,2022,2022-12-21
"선문대학교 교육대학원",Sunmoonuniv.Graduateschoolofeducation,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,graduate.sunmoon.ac.kr,041-530-2600,041-530-2968,1999-11-19,2022,2022-12-21
"선문대학교 글로컬통합대학원",Sun Moon University Glocal Graduate School Of Human Resource And Development,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,graduate.sunmoon.ac.kr,041-530-2600,041-530-2968,2016-03-01,2022,2022-12-21
"선문대학교 대학원",The Graduate School Of Sun Moon University,본교,대학원,일반대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,graduate.sunmoon.ac.kr,041-530-2600,041-530-2968,1994-10-21,2022,2022-12-21
"선문대학교 무도대학원",Graduate School Of Martial Arts,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,graduate.sunmoon.ac.kr/,041-530-2606,041-530-2968,2014-03-01,2022,2022-12-21
"선문대학교 미래융합대학원",Sun Moon University Graduate School Of Convergence Studies,본교,대학원,특수대학원,사립,44,충청남도,충청남도 아산시 탕정면 선문로221번길 70,,31460,,graduate.sunmoon.ac.kr/,041-530-2600,041-530-2968,2021-03-02,2022,2022-12-21
"선문대학교 사회복지대학원",Sunmoonuniv.Graduateschoolofsocialwelfare,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,www.graduate.sunmoon.ac.kr,041-530-2606,041-530-2968,1999-11-02,2022,2022-12-21
"선문대학교 상담대학원",Grduate School Of Counseling,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,graduate.sunmoon.ac.kr/,041-530-2605,041-530-2968,2014-03-01,2022,2022-12-21
"선문대학교 신학대학원",Sunmoonuniv.Graduate School Of Theology,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,graduate.sunmoon.ac.kr,041-530-2684,041-530-2968,2017-03-01,2022,2022-12-21
"선문대학교 신학전문대학원",Sunmoonuniv.Graduate School Of Theology,본교,대학원,전문대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,www.sunmoon.ac.kr,041-530-2684,041-530-2688,2000-08-08,2022,2022-12-21
"선문대학교 통번역대학원",Sunmoonuniv.Graduateschoolofinterpretation&T,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,translator.sunmoon.ac.kr/,041-530-2603,041-530-2968,2000-08-08,2022,2022-12-21
"선문대학교 통합의학대학원",Sun Moon University Graduate School Of Integrative Medicine,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,gsim.sunmoon.ac.kr,041-530-2617,041-530-2968,2010-03-01,2022,2022-12-21
"선문대학교 행정대학원",Sunmoonuniv.Graduateschoolofpublicadministration,본교,대학원,특수대학원,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,graduate.sunmoon.ac.kr/,041-530-2606,041-530-2968,2006-06-14,2022,2022-12-21
"성결대학교 교육대학원",Graduate School Of Education Sungkyul University,본교,대학원,특수대학원,사립,41,경기도,"경기도 안양시 만안구 성결대학로 53 (안양동, 성결대학교)",,14097,,www.sungkyul.edu,031-467-8114,031-467-8084,1997-11-01,2022,2022-12-21
"성결대학교 사회복지대학원",Graduate School Of Social Welfare Sungkyul University,본교,대학원,특수대학원,사립,41,경기도,"경기도 안양시 만안구 성결대학로 53 (안양동, 성결대학교)",,14097,,www.sungkyul.edu,031-467-8114,031-467-8084,1995-10-08,2022,2022-12-21
"성결대학교 성결신학대학원",Sungkyul Graduate School Of Theology,본교,대학원,특수대학원,사립,41,경기도,"경기도 안양시 만안구 성결대학로 53 (안양동, 성결대학교)",,14097,,www.sungkyul.edu,031-467-8080,031-467-8084,2004-03-01,2022,2022-12-21
"성결대학교 신학대학원",Graduate School Of Theology Sungkyul University,본교,대학원,특수대학원,사립,41,경기도,"경기도 안양시 만안구 성결대학로 53 (안양동, 성결대학교)",,14097,,www.sungkyul.ac.kr/,031-467-8114,031-467-8086,2015-03-01,2022,2022-12-21
"성결대학교 신학전문대학원",Graduate School Of Theology,본교,대학원,전문대학원,사립,41,경기도,"경기도 안양시 만안구 성결대학로 53 (안양동, 성결대학교)",,14097,,www.sungkyul.edu,031-467-8080,031-467-8084,2001-07-26,2022,2022-12-21
"성결대학교 일반대학원",Graduate School Of Sungkyul University,본교,대학원,일반대학원,사립,41,경기도,"경기도 안양시 만안구 성결대학로 53 (안양동, 성결대학교)",,14097,,www.sungkyul.edu,031-467-8080,031-467-8084,2000-07-18,2022,2022-12-21
"성결대학교 프라임(Prime) 대학원",Prime Graduate School Sungkyul University,본교,대학원,특수대학원,사립,41,경기도,"경기도 안양시 만안구 성결대학로 53 (안양동, 성결대학교)",,14097,,www.sungkyul.ac.kr/,031-467-8271,031-467-8086,2015-03-01,2022,2022-12-21
"성공회대학교 NGO대학원",Graduate School Of Ngo Studies,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 구로구 연동로 320 (항동, 성공회대학교)",,08359,,http://gsngo.skhu.ac.kr/main_cache.html,02-2610-4718,02-2610-4298,2002-10-30,2022,2022-12-21
"성공회대학교 교육대학원",Graduate School Of Education,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 구로구 연동로 320 (항동, 성공회대학교)",,08359,,http://gsedu.skhu.ac.kr/main_cache.html,02-2610-4391,02-2610-4298,1999-11-19,2022,2022-12-21
"성공회대학교 대학원",Graduate School Of Sungkonghoe University,본교,대학원,일반대학원,사립,11,서울특별시,"서울특별시 구로구 연동로 320 (항동, 성공회대학교)",,08359,,gs.skhu.ac.kr/main_cache.html,02-2610-4367,02-2610-4298,1999-11-02,2022,2022-12-21
"성공회대학교 문화대학원",Graduate School Of Culture Studies,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 구로구 연동로 320 (항동, 성공회대학교)",,08359,,culture.skhu.ac.kr/main_cache.html,02-2610-4324,02-2610-4298,2003-10-17,2022,2022-12-21
"성공회대학교 사회적경제대학원",Graduate School Of Social And Solidarity Economy,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 구로구 연동로 320 (항동, 성공회대학교)",,08359,,gsse.skhu.ac.kr/,02-2610-4332,02-2610-4298,2016-09-21,2022,2022-12-21
"성공회대학교 시민사회복지대학원",Graduate School Of Civil Society & Wellfare,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 구로구 연동로 320 (항동, 성공회대학교)",,08359,,gssw.skhu.ac.kr/,02-2610-4371,02-2610-4298,1998-10-25,2022,2022-12-21
"성공회대학교 시민평화대학원",Graduate School of Civil Society and Peace Studies of Sungkonghoe University,본교,대학원,특수대학원,사립,11,서울특별시,서울특별시 구로구 연동로 320 (항동),,08359,,gsngo.skhu.ac.kr/main_cache.html,02-2610-4718,02-2610-4298,2002-10-30,2022,2022-12-21
"성공회대학교 신학대학원",Graduate School Of Theology,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 구로구 연동로 320 (항동, 성공회대학교)",,08359,,gstlg.skhu.ac.kr/main_cache.html,02-2610-4324,02-2610-4298,2015-03-01,2022,2022-12-21
"성공회대학교 신학전문대학원",Graduate School Of Theology,본교,대학원,전문대학원,사립,11,서울특별시,"서울특별시 구로구 연동로 320 (항동, 성공회대학교)",,08359,,www.skhu.ac.kr,02-2610-4142,02-2610-4206,2001-07-26,2022,2022-12-21
"성균관대학교 경영(전문)대학원",Graduate School Of Business Administration Sungkyunkwan University,본교,대학원,전문대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,biz.skku.edu/,02-760-0114,02-760-1141,1997-12-22,2022,2022-12-21
"성균관대학교 경영대학원",Graduate School Of Business Administration,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,biz.skku.edu/,02-760-0114,02-760-1141,1981-11-25,2022,2022-12-21
"성균관대학교 경영대학원(iMBA)",Graduate School Of Business Administration Sungkyunkwan University,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,biz.skku.edu/,02-760-0114,02-760-1141,2004-03-01,2022,2022-12-21
"성균관대학교 과학기술대학원",Graduate School Of Science & Technology,본교,대학원,특수대학원,사립,41,경기도,"경기도 수원시 장안구 서부로 2066 (천천동, 성균관대학교)",,16419,,,02-760-0114,02-760-1141,1984-03-01,2022,2022-12-21
"성균관대학교 교육대학원",Graduate School Of Education Sungkyunkwan University,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,goe.skku.edu/,02-760-0114,02-760-1141,1981-11-25,2022,2022-12-21
"성균관대학교 국가전략대학원",Graduate School Of Strategic Studies Sungkyunkwan University,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,gsss.skku.edu/,02-760-0114,02-760-1141,1994-10-20,2022,2022-12-21
"성균관대학교 국정관리대학원",Graduate School Of Governance,본교,대학원,전문대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,gsss.skku.edu/,02-760-0114,02-760-1141,2004-03-01,2022,2022-12-21
"성균관대학교 국정전문대학원",Graduate School Of Gevernance Sungkyunkwan University,본교,대학원,전문대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,gsg.skku.edu/index.php,02-760-0114,02-760-1141,2004-03-01,2022,2022-12-21
"성균관대학교 글로벌보험연금대학원",Graduate School Of Global Insurance And Pension Sungkyunkwan University,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,www.gfischool.com,02-760-0114,02-760-1141,2014-03-01,2022,2022-12-21
"성균관대학교 글로벌창업대학원",Graduate School Of Global Entrepreneurship Sungkyunkwan University,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,startup.skku.edu/startup/index.do,02-760-0114,02-760-1141,2014-09-01,2022,2022-12-21
"성균관대학교 기술경영전문대학원",Graduate School Of Management Of Technology Sungkyunkwan University,본교,대학원,전문대학원,사립,41,경기도,"경기도 수원시 장안구 서부로 2066 (천천동, 성균관대학교)",,16419,,shb.skku.edu/mot/,02-760-0114,02-760-1141,2015-11-01,2022,2022-12-21
"성균관대학교 디자인대학원",Graduate School Of Design Sungkyunkwan University,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,gsd.skku.edu/,02-760-0114,02-760-1141,1997-10-23,2022,2022-12-21
"성균관대학교 무역대학원",Graduate School of Foreign Trade,본교,대학원,특수대학원,사립,11,서울특별시,서울특별시 종로구 성균관로 25-2(명륜3가),,03063,,,02-760-0114,02-760-1141,1971-01-01,2022,2022-12-21
"성균관대학교 문화융합대학원",Graduate School Of Culture Management Sungkyunkwan University,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,,02-760-0114,02-760-1141,2014-03-01,2022,2022-12-21
"성균관대학교 미디어문화융합대학원",Graduate School of Media and Culture,본교,대학원,특수대학원,사립,11,서울특별시,서울특별시 종로구 성균관로 25-2 (명륜3가),,03063,,www.skku.edu,02-740-1722,02-760-1141,2020-03-01,2022,2022-12-21
"성균관대학교 번역테솔(TESOL)대학원",Graduate School Of Translation And Tesol Sungkyunkwan University,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,web.skku.edu/~trasol/,02-760-0114,02-760-1141,2000-03-01,2022,2022-12-21
"성균관대학교 법학전문대학원",Law School Sungkyunkwan University,본교,대학원,전문대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,sls.skku.edu,02-760-0114,02-760-1141,2009-03-01,2022,2022-12-21
"성균관대학교 사회복지대학원",Graduate School Of Social Welfare Sungkyunkwan University,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,gssw.skku.edu/,02-760-0114,02-760-1141,2001-03-01,2022,2022-12-21
"성균관대학교 생활과학대학원",Graduate School Of Human Life Sciences,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,hls.skku.edu/,02-760-0114,02-760-1141,2000-03-01,2022,2022-12-21
"성균관대학교 수자원전문대학원",Graduate School Of Water Resources Sungkyunkwan University,본교,대학원,전문대학원,사립,41,경기도,"경기도 수원시 장안구 서부로 2066 (천천동, 성균관대학교)",,16419,,www.skku.edu,02-760-0114,02-760-1141,2013-03-01,2022,2022-12-21
"성균관대학교 언론정보대학원",Graduate School Of Communication & Journalism,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,speech.skku.edu/,02-760-0114,02-760-1141,1995-10-01,2022,2022-12-21
"성균관대학교 유학대학원",Graduate School Of Confucian Studies,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,home.skku.edu/~gscs/,02-760-0114,02-760-1141,1987-11-01,2022,2022-12-21
"성균관대학교 의학전문대학원",School Of Medicine,본교,대학원,전문대학원,사립,41,경기도,"경기도 수원시 장안구 서부로 2066 (천천동, 성균관대학교)",,16419,,skkumed.ac.kr/,02-760-0114,02-760-1141,2009-03-01,2022,2022-12-21
"성균관대학교 일반대학원",Graduate School Of Sungkyunkwan University,본교,대학원,일반대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,www.skku.edu,02-760-0114,02-760-1141,1953-03-01,2022,2022-12-21
"성균관대학교 임상간호대학원",Graduate School Of Clinical Nursing Science,본교,대학원,특수대학원,사립,41,경기도,"경기도 수원시 장안구 서부로 2066 (천천동, 성균관대학교)",,16419,,nursing.skku.ac.kr/,02-760-0114,02-760-1141,2003-03-01,2022,2022-12-21
"성균관대학교 임상약학대학원",Graduate School Of Clinical Pharmacy,본교,대학원,특수대학원,사립,41,경기도,"경기도 수원시 장안구 서부로 2066 (천천동, 성균관대학교)",,16419,,,02-760-0114,02-760-1141,2001-03-01,2022,2022-12-21
"성균관대학교 정보통신대학원",Graduate School Of Information And Communications,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,gsic.skku.edu,02-760-0114,02-760-1141,1995-10-01,2022,2022-12-21
"성균관대학교 중국대학원",Graduate School Of China,본교,대학원,전문대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,gsc.skku.edu/,02-760-0114,02-760-1141,2005-09-01,2022,2022-12-21
"성균관대학교 행정대학원",Graduate School Of Public Administration,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",,03063,,,02-760-0114,02-760-1141,1984-03-01,2022,2022-12-21
"성신여자대학교 AI세무회계대학원",Sungshin Women’s University Graduate School of AI Taxation and Accounting,본교,대학원,특수대학원,사립,11,서울특별시,서울특별시 성북구 보문로34다길 2(돈암동),,02844,,www.sungshin.ac.kr/tax/index.do,02-920-7551,02-920-2022,2022-03-01,2022,2022-12-21
"성신여자대학교 교육대학원",Sungshin Women’s University Graduate School Of Education,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 성북구 보문로34다길 2 (돈암동, 성신여자대학교)",,02844,,www.sungshin.ac.kr/gess/index.do,02-920-7087,02-920-2022,1983-10-29,2022,2022-12-21
"성신여자대학교 대학원",Sungshin Women’s University Graduate School,본교,대학원,일반대학원,사립,11,서울특별시,"서울특별시 성북구 보문로34다길 2 (돈암동, 성신여자대학교)",,02844,,www.sungshin.ac.kr/gras/index.do,02-920-7087,02-920-2022,1972-01-28,2022,2022-12-21
"성신여자대학교 문화산업대학원",Graduate School Of Cultural Industry,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 성북구 보문로34다길 2 (돈암동, 성신여자대학교)",,02844,,www.sungshin.ac.kr/gsii,02-920-7087,02-920-2022,1994-10-21,2022,2022-12-21
"성신여자대학교 문화산업예술대학원",Sungshin Women’s University Graduate School Of Cultural Industry And Arts,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 성북구 보문로34다길 2 (돈암동, 성신여자대학교)",,02844,,www.sungshin.ac.kr/gsii/index.do,02-920-7087,02-920-2022,2016-03-01,2022,2022-12-21
"성신여자대학교 뷰티융합대학원",Sungshin Women’s University Graduate School Of Convergence Beauty,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 성북구 보문로34다길 2 (돈암동, 성신여자대학교)",,02844,,www.sungshin.ac.kr/beauty/index.do,02-920-7087,02-920-2022,2016-03-01,2022,2022-12-21
"성신여자대학교 생애복지대학원",Sungshin Women’S University Graduate School Of Lifetime Welfare,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 성북구 보문로34다길 2 (돈암동, 성신여자대학교)",,02844,,www.sungshin.ac.kr/fiba/index.do,02-920-7087,02-920-2022,2012-03-01,2022,2022-12-21
"성신여자대학교 융합디자인예술대학원",Graduate School Of Convergence Design & Arts,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 성북구 보문로34다길 2 (돈암동, 성신여자대학교)",,02844,,www.sungshin.ac.kr/gspa,02-920-7087,02-920-2022,1979-12-05,2022,2022-12-21
"세명대학교 경영행정복지대학원",Graduate School Of Business Public Administration & Welfare Of Semyung University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 제천시 세명로 65 (신월동, 세명대학교)",,27136,,www.semyung.ac.kr/smugrade.do,043-649-1115,043-645-2752,1990-11-28,2022,2022-12-21
"세명대학교 교육대학원",Graduate School Of Education Of Semyung University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 제천시 세명로 65 (신월동, 세명대학교)",,27136,,www.semyung.ac.kr,043-649-1115,043-645-2752,1990-11-28,2022,2022-12-21
"세명대학교 일반대학원",Graduate School Of Semyung University,본교,대학원,일반대학원,사립,43,충청북도,"충청북도 제천시 세명로 65 (신월동, 세명대학교)",,27136,,www.semyung.ac.kr/smugrade.do,043-649-1115,043-645-2752,1990-11-28,2022,2022-12-21
"세명대학교 저널리즘대학원",Semyung Graduate School of Journalism,본교,대학원,특수대학원,사립,43,충청북도,충청북도 제천시 세명로 65(신월동),,27136,,http://www.semyung.ac.kr/journalism.do,043-649-1147,043-649-7172,1990-11-28,2022,2022-12-21
"세명대학교 저널리즘스쿨대학원",Graduate School Of Journalism Of Semyung University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 제천시 세명로 65 (신월동, 세명대학교)",,27136,,http://www.semyung.ac.kr/journalism.do,043-649-1147,043-649-7172,1990-11-28,2022,2022-12-21
"세종대학교 경영전문대학원",Graduate School Of Business,본교,대학원,전문대학원,사립,11,서울특별시,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",,05006,,graduatebusiness.sejong.ac.kr/,02-3408-3046,02-3408-3400,1978-12-12,2022,2022-12-21
"세종대학교 공공정책대학원",The Graduate School Of  Public Policy,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",,05006,,pub.sejong.ac.kr,02-3408-3044,02-3408-3991,2014-03-01,2022,2022-12-21
"세종대학교 공연예술대학원",Graduateschoolofperformanceart,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",,05006,,arts.sejong.ac.kr/index.do,02-3408-3684,02-3408-3888,1999-11-02,2022,2022-12-21
"세종대학교 관광대학원",Graduateschooloftourism,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",,05006,,tourgrad.sejong.ac.kr/index.do,02-3408-3422,02-3408-3957,1997-10-25,2022,2022-12-21
"세종대학교 교육대학원",Graduateschoolofeducation,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",,05006,,edu.sejong.ac.kr/index.do,02-3408-3673,02-3408-3809,1966-10-30,2022,2022-12-21
"세종대학교 도시부동산대학원",The Graduate School Of Urban Real Estate,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",,05006,,pub.sejong.ac.kr/index.do,02-3408-3682,02-3408-3991,2008-03-01,2022,2022-12-21
"세종대학교 문화예술콘텐츠대학원",Graduate School Of Cultural Art Contens,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",,05006,,arts.sejong.ac.kr/index.do,02-3408-3683,02-3408-3888,2008-03-01,2022,2022-12-21
"세종대학교 산업경영대학원",The Graduate School Of Industry And Business Manag,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",,05006,,www.emba.ac.kr,02-3408-3686,02-3408-3702,2001-07-01,2022,2022-12-21
"세종대학교 산업대학원",The Graduate School Of Industry (Ema),본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",,05006,,www.emba.ac.kr,02-3408-3704,02-3408-3702,2001-07-01,2022,2022-12-21
"세종대학교 언론홍보대학원",Graduateschoolofcommunication,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",,05006,,pub.sejong.ac.kr/index.do,02-3408-3044,02-3408-3400,1997-10-25,2022,2022-12-21
"세종대학교 영상대학원",Graduateschoolofvisualart,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",,05006,,arts.sejong.ac.kr/index.do,02-3408-3684,02-3408-3888,2000-07-18,2022,2022-12-21
"세종대학교 융합예술대학원",The  Graduate School Of Interdisciplinary Arts,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",,05006,,arts.sejong.ac.kr,02-3408-3684,02-3408-2929,2014-03-01,2022,2022-12-21
"세종대학교 일반대학원",Graduateschoolofsejonguniversity,본교,대학원,일반대학원,사립,11,서울특별시,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",,05006,,graduate.sejong.ac.kr/,02-3408-4187,02-3408-3550,1966-06-25,2022,2022-12-21
"세종대학교 정책과학대학원",The Graduate School Of Policy Science,본교,대학원,특수대학원,사립,11,서울특별시,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",,05006,,pub.sejong.ac.kr,02-3408-3044,02-3408-3991,1994-10-21,2022,2022-12-21
